Jour	Foret	Essence	SommeBois
j30	Lac_Cameron	SPF	0.000
j31	Lac_Cameron	SPF	0.000
j32	Lac_Cameron	SPF	0.000
j33	Lac_Cameron	SPF	0.000
j34	Lac_Cameron	SPF	0.000
j35	Lac_Cameron	SPF	0.000
j36	Lac_Cameron	SPF	0.000
j37	Lac_Cameron	SPF	0.000
j38	Lac_Cameron	SPF	0.000
j39	Lac_Cameron	SPF	0.000
j40	Lac_Cameron	SPF	0.000
j41	Lac_Cameron	SPF	0.000
j42	Lac_Cameron	SPF	0.000
j43	Lac_Cameron	SPF	0.000
j44	Lac_Cameron	SPF	0.000
j45	Lac_Cameron	SPF	0.000
j46	Lac_Cameron	SPF	0.000
j47	Lac_Cameron	SPF	0.000
j48	Lac_Cameron	SPF	0.000
j49	Lac_Cameron	SPF	0.000
j50	Lac_Cameron	SPF	0.000
j51	Lac_Cameron	SPF	0.000
j52	Lac_Cameron	SPF	0.000
j53	Lac_Cameron	SPF	0.000
j54	Lac_Cameron	SPF	0.000
j55	Lac_Cameron	SPF	0.000
j56	Lac_Cameron	SPF	0.000
j57	Lac_Cameron	SPF	0.000
j58	Lac_Cameron	SPF	0.000
j59	Lac_Cameron	SPF	0.000
j60	Lac_Cameron	SPF	0.000
j61	Lac_Cameron	SPF	0.000
j62	Lac_Cameron	SPF	0.000
j63	Lac_Cameron	SPF	0.000
j64	Lac_Cameron	SPF	0.000
j65	Lac_Cameron	SPF	0.000
j66	Lac_Cameron	SPF	0.000
j67	Lac_Cameron	SPF	0.000
j68	Lac_Cameron	SPF	0.000
j69	Lac_Cameron	SPF	0.000
j70	Lac_Cameron	SPF	0.000
j71	Lac_Cameron	SPF	0.000
j72	Lac_Cameron	SPF	0.000
j73	Lac_Cameron	SPF	0.000
j74	Lac_Cameron	SPF	0.000
j75	Lac_Cameron	SPF	0.000
j76	Lac_Cameron	SPF	0.000
j77	Lac_Cameron	SPF	0.000
j78	Lac_Cameron	SPF	0.000
j79	Lac_Cameron	SPF	0.000
j80	Lac_Cameron	SPF	0.000
j81	Lac_Cameron	SPF	0.000
j82	Lac_Cameron	SPF	0.000
j83	Lac_Cameron	SPF	0.000
j01	Lac_Cameron	Fir	0.000
j02	Lac_Cameron	Fir	0.000
j03	Lac_Cameron	Fir	0.000
j04	Lac_Cameron	Fir	0.000
j05	Lac_Cameron	Fir	0.000
j06	Lac_Cameron	Fir	0.000
j07	Lac_Cameron	Fir	0.000
j08	Lac_Cameron	Fir	0.000
j09	Lac_Cameron	Fir	0.000
j10	Lac_Cameron	Fir	0.000
j11	Lac_Cameron	Fir	0.000
j12	Lac_Cameron	Fir	0.000
j13	Lac_Cameron	Fir	0.000
j14	Lac_Cameron	Fir	0.000
j15	Lac_Cameron	Fir	0.000
j16	Lac_Cameron	Fir	0.000
j17	Lac_Cameron	Fir	0.000
j18	Lac_Cameron	Fir	0.000
j19	Lac_Cameron	Fir	0.000
j20	Lac_Cameron	Fir	0.000
j21	Lac_Cameron	Fir	0.000
j22	Lac_Cameron	Fir	0.000
j23	Lac_Cameron	Fir	0.000
j24	Lac_Cameron	Fir	0.000
j25	Lac_Cameron	Fir	0.000
j26	Lac_Cameron	Fir	0.000
j27	Lac_Cameron	Fir	0.000
j28	Lac_Cameron	Fir	0.000
j29	Lac_Cameron	Fir	0.000
j30	Lac_Cameron	Fir	0.000
j31	Lac_Cameron	Fir	0.000
j32	Lac_Cameron	Fir	0.000
j33	Lac_Cameron	Fir	0.000
j34	Lac_Cameron	Fir	0.000
j35	Lac_Cameron	Fir	0.000
j36	Lac_Cameron	Fir	0.000
j37	Lac_Cameron	Fir	0.000
j38	Lac_Cameron	Fir	0.000
j39	Lac_Cameron	Fir	0.000
j40	Lac_Cameron	Fir	0.000
j41	Lac_Cameron	Fir	0.000
j42	Lac_Cameron	Fir	0.000
j43	Lac_Cameron	Fir	0.000
j44	Lac_Cameron	Fir	0.000
j45	Lac_Cameron	Fir	0.000
j46	Lac_Cameron	Fir	0.000
j47	Lac_Cameron	Fir	0.000
j48	Lac_Cameron	Fir	0.000
j49	Lac_Cameron	Fir	0.000
j50	Lac_Cameron	Fir	0.000
j51	Lac_Cameron	Fir	0.000
j52	Lac_Cameron	Fir	0.000
j53	Lac_Cameron	Fir	0.000
j54	Lac_Cameron	Fir	0.000
j55	Lac_Cameron	Fir	0.000
j56	Lac_Cameron	Fir	0.000
j57	Lac_Cameron	Fir	0.000
j58	Lac_Cameron	Fir	0.000
j59	Lac_Cameron	Fir	0.000
j60	Lac_Cameron	Fir	0.000
j61	Lac_Cameron	Fir	0.000
j62	Lac_Cameron	Fir	0.000
j63	Lac_Cameron	Fir	0.000
j64	Lac_Cameron	Fir	0.000
j65	Lac_Cameron	Fir	0.000
j66	Lac_Cameron	Fir	0.000
j67	Lac_Cameron	Fir	0.000
j68	Lac_Cameron	Fir	0.000
j69	Lac_Cameron	Fir	0.000
j70	Lac_Cameron	Fir	0.000
j71	Lac_Cameron	Fir	0.000
j72	Lac_Cameron	Fir	0.000
j73	Lac_Cameron	Fir	0.000
j74	Lac_Cameron	Fir	0.000
j75	Lac_Cameron	Fir	0.000
j76	Lac_Cameron	Fir	0.000
j77	Lac_Cameron	Fir	0.000
j78	Lac_Cameron	Fir	0.000
j79	Lac_Cameron	Fir	0.000
j80	Lac_Cameron	Fir	0.000
j81	Lac_Cameron	Fir	0.000
j82	Lac_Cameron	Fir	0.000
j83	Lac_Cameron	Fir	0.000
j01	Lacs_Fortier	SPF	0.000
j02	Lacs_Fortier	SPF	0.000
j03	Lacs_Fortier	SPF	0.000
j04	Lacs_Fortier	SPF	0.000
j05	Lacs_Fortier	SPF	3586.000
j06	Lacs_Fortier	SPF	3586.000
j07	Lacs_Fortier	SPF	3586.000
j08	Lacs_Fortier	SPF	3586.000
j09	Lacs_Fortier	SPF	5889.677
j10	Lacs_Fortier	SPF	3586.000
j11	Lacs_Fortier	SPF	5889.677
j12	Lacs_Fortier	SPF	3586.000
j13	Lacs_Fortier	SPF	7307.677
j14	Lacs_Fortier	SPF	5889.677
j15	Lacs_Fortier	SPF	5018.000
j16	Lacs_Fortier	SPF	6091.677
j17	Lacs_Fortier	SPF	5004.000
j18	Lacs_Fortier	SPF	3586.000
j19	Lacs_Fortier	SPF	6433.613
j20	Lacs_Fortier	SPF	3586.000
j21	Lacs_Fortier	SPF	5004.000
j22	Lacs_Fortier	SPF	2834.000
j23	Lacs_Fortier	SPF	4096.000
j24	Lacs_Fortier	SPF	2834.000
j25	Lacs_Fortier	SPF	4252.000
j26	Lacs_Fortier	SPF	0.000
j27	Lacs_Fortier	SPF	0.000
j28	Lacs_Fortier	SPF	0.000
j29	Lacs_Fortier	SPF	0.000
j30	Lacs_Fortier	SPF	0.000
j31	Lacs_Fortier	SPF	0.000
j32	Lacs_Fortier	SPF	0.000
j33	Lacs_Fortier	SPF	0.000
j34	Lacs_Fortier	SPF	0.000
j35	Lacs_Fortier	SPF	0.000
j36	Lacs_Fortier	SPF	0.000
j37	Lacs_Fortier	SPF	0.000
j38	Lacs_Fortier	SPF	0.000
j39	Lacs_Fortier	SPF	0.000
j40	Lacs_Fortier	SPF	0.000
j41	Lacs_Fortier	SPF	0.000
j42	Lacs_Fortier	SPF	0.000
j43	Lacs_Fortier	SPF	0.000
j44	Lacs_Fortier	SPF	0.000
j45	Lacs_Fortier	SPF	0.000
j46	Lacs_Fortier	SPF	0.000
j47	Lacs_Fortier	SPF	0.000
j48	Lacs_Fortier	SPF	0.000
j49	Lacs_Fortier	SPF	0.000
j50	Lacs_Fortier	SPF	0.000
j51	Lacs_Fortier	SPF	0.000
j52	Lacs_Fortier	SPF	0.000
j53	Lacs_Fortier	SPF	0.000
j54	Lacs_Fortier	SPF	0.000
j55	Lacs_Fortier	SPF	0.000
j56	Lacs_Fortier	SPF	0.000
j57	Lacs_Fortier	SPF	0.000
j58	Lacs_Fortier	SPF	0.000
j59	Lacs_Fortier	SPF	0.000
j60	Lacs_Fortier	SPF	0.000
j61	Lacs_Fortier	SPF	0.000
j62	Lacs_Fortier	SPF	0.000
j63	Lacs_Fortier	SPF	0.000
j64	Lacs_Fortier	SPF	0.000
j65	Lacs_Fortier	SPF	0.000
j66	Lacs_Fortier	SPF	0.000
j67	Lacs_Fortier	SPF	0.000
j68	Lacs_Fortier	SPF	0.000
j69	Lacs_Fortier	SPF	0.000
j70	Lacs_Fortier	SPF	0.000
j71	Lacs_Fortier	SPF	0.000
j72	Lacs_Fortier	SPF	0.000
j73	Lacs_Fortier	SPF	0.000
j74	Lacs_Fortier	SPF	0.000
j75	Lacs_Fortier	SPF	0.000
j76	Lacs_Fortier	SPF	0.000
j77	Lacs_Fortier	SPF	0.000
j78	Lacs_Fortier	SPF	0.000
j79	Lacs_Fortier	SPF	0.000
j80	Lacs_Fortier	SPF	0.000
j81	Lacs_Fortier	SPF	0.000
j82	Lacs_Fortier	SPF	0.000
j83	Lacs_Fortier	SPF	0.000
j01	Lacs_Fortier	Fir	0.000
j02	Lacs_Fortier	Fir	0.000
j03	Lacs_Fortier	Fir	0.000
j04	Lacs_Fortier	Fir	0.000
j05	Lacs_Fortier	Fir	0.000
j06	Lacs_Fortier	Fir	0.000
j07	Lacs_Fortier	Fir	0.000
j08	Lacs_Fortier	Fir	0.000
j09	Lacs_Fortier	Fir	0.000
j10	Lacs_Fortier	Fir	0.000
j11	Lacs_Fortier	Fir	0.000
j12	Lacs_Fortier	Fir	0.000
j13	Lacs_Fortier	Fir	0.000
j14	Lacs_Fortier	Fir	0.000
j15	Lacs_Fortier	Fir	0.000
j16	Lacs_Fortier	Fir	0.000
j17	Lacs_Fortier	Fir	1328.000
j18	Lacs_Fortier	Fir	0.000
j19	Lacs_Fortier	Fir	677.107
j20	Lacs_Fortier	Fir	0.000
j21	Lacs_Fortier	Fir	0.000
j22	Lacs_Fortier	Fir	0.000
j23	Lacs_Fortier	Fir	17.808
j24	Lacs_Fortier	Fir	0.000
j25	Lacs_Fortier	Fir	1945.085
j26	Lacs_Fortier	Fir	0.000
j27	Lacs_Fortier	Fir	0.000
j28	Lacs_Fortier	Fir	0.000
j29	Lacs_Fortier	Fir	0.000
j30	Lacs_Fortier	Fir	0.000
j31	Lacs_Fortier	Fir	0.000
j32	Lacs_Fortier	Fir	0.000
j33	Lacs_Fortier	Fir	0.000
j34	Lacs_Fortier	Fir	0.000
j35	Lacs_Fortier	Fir	0.000
j36	Lacs_Fortier	Fir	0.000
j37	Lacs_Fortier	Fir	0.000
j38	Lacs_Fortier	Fir	0.000
j39	Lacs_Fortier	Fir	0.000
j40	Lacs_Fortier	Fir	0.000
j41	Lacs_Fortier	Fir	0.000
j42	Lacs_Fortier	Fir	0.000
j43	Lacs_Fortier	Fir	0.000
j44	Lacs_Fortier	Fir	0.000
j45	Lacs_Fortier	Fir	0.000
j46	Lacs_Fortier	Fir	0.000
j47	Lacs_Fortier	Fir	0.000
j48	Lacs_Fortier	Fir	0.000
j49	Lacs_Fortier	Fir	0.000
j50	Lacs_Fortier	Fir	0.000
j51	Lacs_Fortier	Fir	0.000
j52	Lacs_Fortier	Fir	0.000
j53	Lacs_Fortier	Fir	0.000
j54	Lacs_Fortier	Fir	0.000
j55	Lacs_Fortier	Fir	0.000
j56	Lacs_Fortier	Fir	0.000
j57	Lacs_Fortier	Fir	0.000
j58	Lacs_Fortier	Fir	0.000
j59	Lacs_Fortier	Fir	0.000
j60	Lacs_Fortier	Fir	0.000
j61	Lacs_Fortier	Fir	0.000
j62	Lacs_Fortier	Fir	0.000
j63	Lacs_Fortier	Fir	0.000
j64	Lacs_Fortier	Fir	0.000
j65	Lacs_Fortier	Fir	0.000
j66	Lacs_Fortier	Fir	0.000
j67	Lacs_Fortier	Fir	0.000
j68	Lacs_Fortier	Fir	0.000
j69	Lacs_Fortier	Fir	0.000
j70	Lacs_Fortier	Fir	0.000
j71	Lacs_Fortier	Fir	0.000
j72	Lacs_Fortier	Fir	0.000
j73	Lacs_Fortier	Fir	0.000
j74	Lacs_Fortier	Fir	0.000
j75	Lacs_Fortier	Fir	0.000
j76	Lacs_Fortier	Fir	0.000
j77	Lacs_Fortier	Fir	0.000
j78	Lacs_Fortier	Fir	0.000
j79	Lacs_Fortier	Fir	0.000
j80	Lacs_Fortier	Fir	0.000
j81	Lacs_Fortier	Fir	0.000
j82	Lacs_Fortier	Fir	0.000
j83	Lacs_Fortier	Fir	0.000
j01	Lac_Bonnemain	SPF	0.000
j02	Lac_Bonnemain	SPF	0.000
j03	Lac_Bonnemain	SPF	0.000
j04	Lac_Bonnemain	SPF	0.000
j05	Lac_Bonnemain	SPF	0.000
j06	Lac_Bonnemain	SPF	0.000
j07	Lac_Bonnemain	SPF	0.000
j08	Lac_Bonnemain	SPF	0.000
j09	Lac_Bonnemain	SPF	0.000
j10	Lac_Bonnemain	SPF	0.000
j11	Lac_Bonnemain	SPF	0.000
j12	Lac_Bonnemain	SPF	0.000
j13	Lac_Bonnemain	SPF	0.000
j14	Lac_Bonnemain	SPF	0.000
j15	Lac_Bonnemain	SPF	0.000
j16	Lac_Bonnemain	SPF	0.000
j17	Lac_Bonnemain	SPF	0.000
j18	Lac_Bonnemain	SPF	0.000
j19	Lac_Bonnemain	SPF	0.000
j20	Lac_Bonnemain	SPF	0.000
j21	Lac_Bonnemain	SPF	0.000
j22	Lac_Bonnemain	SPF	0.000
j23	Lac_Bonnemain	SPF	0.000
j24	Lac_Bonnemain	SPF	0.000
j25	Lac_Bonnemain	SPF	0.000
j26	Lac_Bonnemain	SPF	0.000
j27	Lac_Bonnemain	SPF	0.000
j28	Lac_Bonnemain	SPF	0.000
j29	Lac_Bonnemain	SPF	0.000
j30	Lac_Bonnemain	SPF	0.000
j31	Lac_Bonnemain	SPF	0.000
j32	Lac_Bonnemain	SPF	0.000
j33	Lac_Bonnemain	SPF	0.000
j34	Lac_Bonnemain	SPF	0.000
j35	Lac_Bonnemain	SPF	0.000
j36	Lac_Bonnemain	SPF	0.000
j37	Lac_Bonnemain	SPF	0.000
j38	Lac_Bonnemain	SPF	0.000
j39	Lac_Bonnemain	SPF	0.000
j40	Lac_Bonnemain	SPF	0.000
j41	Lac_Bonnemain	SPF	0.000
j42	Lac_Bonnemain	SPF	0.000
j43	Lac_Bonnemain	SPF	0.000
j44	Lac_Bonnemain	SPF	0.000
j45	Lac_Bonnemain	SPF	0.000
j46	Lac_Bonnemain	SPF	0.000
j47	Lac_Bonnemain	SPF	0.000
j48	Lac_Bonnemain	SPF	0.000
j49	Lac_Bonnemain	SPF	0.000
j50	Lac_Bonnemain	SPF	0.000
j51	Lac_Bonnemain	SPF	0.000
j52	Lac_Bonnemain	SPF	0.000
j53	Lac_Bonnemain	SPF	0.000
j54	Lac_Bonnemain	SPF	0.000
j55	Lac_Bonnemain	SPF	0.000
j56	Lac_Bonnemain	SPF	0.000
j57	Lac_Bonnemain	SPF	0.000
j58	Lac_Bonnemain	SPF	0.000
j59	Lac_Bonnemain	SPF	0.000
j60	Lac_Bonnemain	SPF	0.000
j61	Lac_Bonnemain	SPF	0.000
j62	Lac_Bonnemain	SPF	0.000
j63	Lac_Bonnemain	SPF	0.000
j64	Lac_Bonnemain	SPF	0.000
j65	Lac_Bonnemain	SPF	0.000
j66	Lac_Bonnemain	SPF	0.000
j67	Lac_Bonnemain	SPF	0.000
j68	Lac_Bonnemain	SPF	0.000
j69	Lac_Bonnemain	SPF	0.000
j70	Lac_Bonnemain	SPF	0.000
j71	Lac_Bonnemain	SPF	0.000
j72	Lac_Bonnemain	SPF	0.000
j73	Lac_Bonnemain	SPF	0.000
j74	Lac_Bonnemain	SPF	0.000
j75	Lac_Bonnemain	SPF	0.000
j76	Lac_Bonnemain	SPF	0.000
j77	Lac_Bonnemain	SPF	0.000
j78	Lac_Bonnemain	SPF	0.000
j79	Lac_Bonnemain	SPF	0.000
j80	Lac_Bonnemain	SPF	0.000
j81	Lac_Bonnemain	SPF	0.000
j82	Lac_Bonnemain	SPF	0.000
j83	Lac_Bonnemain	SPF	0.000
j01	Lac_Bonnemain	Fir	0.000
j02	Lac_Bonnemain	Fir	0.000
j03	Lac_Bonnemain	Fir	0.000
j04	Lac_Bonnemain	Fir	0.000
j05	Lac_Bonnemain	Fir	0.000
j06	Lac_Bonnemain	Fir	0.000
j07	Lac_Bonnemain	Fir	0.000
j08	Lac_Bonnemain	Fir	0.000
j09	Lac_Bonnemain	Fir	0.000
j10	Lac_Bonnemain	Fir	0.000
j11	Lac_Bonnemain	Fir	0.000
j12	Lac_Bonnemain	Fir	0.000
j13	Lac_Bonnemain	Fir	0.000
j14	Lac_Bonnemain	Fir	0.000
j15	Lac_Bonnemain	Fir	0.000
j16	Lac_Bonnemain	Fir	0.000
j17	Lac_Bonnemain	Fir	0.000
j18	Lac_Bonnemain	Fir	0.000
j19	Lac_Bonnemain	Fir	0.000
j20	Lac_Bonnemain	Fir	0.000
j21	Lac_Bonnemain	Fir	0.000
j22	Lac_Bonnemain	Fir	0.000
j23	Lac_Bonnemain	Fir	0.000
j24	Lac_Bonnemain	Fir	0.000
j25	Lac_Bonnemain	Fir	0.000
j26	Lac_Bonnemain	Fir	0.000
j27	Lac_Bonnemain	Fir	0.000
j28	Lac_Bonnemain	Fir	0.000
j29	Lac_Bonnemain	Fir	0.000
j30	Lac_Bonnemain	Fir	0.000
j31	Lac_Bonnemain	Fir	0.000
j32	Lac_Bonnemain	Fir	0.000
j33	Lac_Bonnemain	Fir	0.000
j34	Lac_Bonnemain	Fir	0.000
j35	Lac_Bonnemain	Fir	0.000
j36	Lac_Bonnemain	Fir	0.000
j37	Lac_Bonnemain	Fir	0.000
j38	Lac_Bonnemain	Fir	0.000
j39	Lac_Bonnemain	Fir	0.000
j40	Lac_Bonnemain	Fir	0.000
j41	Lac_Bonnemain	Fir	0.000
j42	Lac_Bonnemain	Fir	0.000
j43	Lac_Bonnemain	Fir	0.000
j44	Lac_Bonnemain	Fir	0.000
j45	Lac_Bonnemain	Fir	0.000
j46	Lac_Bonnemain	Fir	0.000
j47	Lac_Bonnemain	Fir	0.000
j48	Lac_Bonnemain	Fir	0.000
j49	Lac_Bonnemain	Fir	0.000
j50	Lac_Bonnemain	Fir	0.000
j51	Lac_Bonnemain	Fir	0.000
j52	Lac_Bonnemain	Fir	0.000
j53	Lac_Bonnemain	Fir	0.000
j54	Lac_Bonnemain	Fir	0.000
j55	Lac_Bonnemain	Fir	0.000
j56	Lac_Bonnemain	Fir	0.000
j57	Lac_Bonnemain	Fir	0.000
j58	Lac_Bonnemain	Fir	0.000
j59	Lac_Bonnemain	Fir	0.000
j60	Lac_Bonnemain	Fir	0.000
j61	Lac_Bonnemain	Fir	0.000
j62	Lac_Bonnemain	Fir	0.000
j63	Lac_Bonnemain	Fir	0.000
j64	Lac_Bonnemain	Fir	0.000
j65	Lac_Bonnemain	Fir	0.000
j66	Lac_Bonnemain	Fir	0.000
j67	Lac_Bonnemain	Fir	0.000
j68	Lac_Bonnemain	Fir	0.000
j69	Lac_Bonnemain	Fir	0.000
j70	Lac_Bonnemain	Fir	0.000
j71	Lac_Bonnemain	Fir	0.000
j72	Lac_Bonnemain	Fir	0.000
j73	Lac_Bonnemain	Fir	0.000
j74	Lac_Bonnemain	Fir	0.000
j75	Lac_Bonnemain	Fir	0.000
j76	Lac_Bonnemain	Fir	0.000
j77	Lac_Bonnemain	Fir	0.000
j78	Lac_Bonnemain	Fir	0.000
j79	Lac_Bonnemain	Fir	0.000
j80	Lac_Bonnemain	Fir	0.000
j81	Lac_Bonnemain	Fir	0.000
j82	Lac_Bonnemain	Fir	0.000
j83	Lac_Bonnemain	Fir	0.000
j01	Lac_du_Guesclin	SPF	0.000
j02	Lac_du_Guesclin	SPF	0.000
j03	Lac_du_Guesclin	SPF	0.000
j04	Lac_du_Guesclin	SPF	0.000
j05	Lac_du_Guesclin	SPF	0.000
j06	Lac_du_Guesclin	SPF	0.000
j07	Lac_du_Guesclin	SPF	0.000
j08	Lac_du_Guesclin	SPF	0.000
j09	Lac_du_Guesclin	SPF	0.000
j10	Lac_du_Guesclin	SPF	0.000
j11	Lac_du_Guesclin	SPF	0.000
j12	Lac_du_Guesclin	SPF	0.000
j13	Lac_du_Guesclin	SPF	0.000
j14	Lac_du_Guesclin	SPF	0.000
j15	Lac_du_Guesclin	SPF	0.000
j16	Lac_du_Guesclin	SPF	0.000
j17	Lac_du_Guesclin	SPF	0.000
j18	Lac_du_Guesclin	SPF	0.000
j19	Lac_du_Guesclin	SPF	0.000
j20	Lac_du_Guesclin	SPF	0.000
j21	Lac_du_Guesclin	SPF	0.000
j22	Lac_du_Guesclin	SPF	0.000
j23	Lac_du_Guesclin	SPF	0.000
j24	Lac_du_Guesclin	SPF	0.000
j25	Lac_du_Guesclin	SPF	0.000
j26	Lac_du_Guesclin	SPF	4252.000
j27	Lac_du_Guesclin	SPF	4252.000
j28	Lac_du_Guesclin	SPF	4252.000
j29	Lac_du_Guesclin	SPF	4252.000
j30	Lac_du_Guesclin	SPF	4251.200
j31	Lac_du_Guesclin	SPF	4252.000
j32	Lac_du_Guesclin	SPF	4252.000
j33	Lac_du_Guesclin	SPF	4252.000
j34	Lac_du_Guesclin	SPF	4252.000
j35	Lac_du_Guesclin	SPF	4252.000
j36	Lac_du_Guesclin	SPF	4252.000
j37	Lac_du_Guesclin	SPF	0.000
j38	Lac_du_Guesclin	SPF	0.000
j39	Lac_du_Guesclin	SPF	0.000
j40	Lac_du_Guesclin	SPF	0.000
j41	Lac_du_Guesclin	SPF	0.000
j42	Lac_du_Guesclin	SPF	0.000
j43	Lac_du_Guesclin	SPF	0.000
j44	Lac_du_Guesclin	SPF	0.000
j45	Lac_du_Guesclin	SPF	0.000
j46	Lac_du_Guesclin	SPF	0.000
j47	Lac_du_Guesclin	SPF	0.000
j48	Lac_du_Guesclin	SPF	0.000
j49	Lac_du_Guesclin	SPF	0.000
j50	Lac_du_Guesclin	SPF	0.000
j51	Lac_du_Guesclin	SPF	0.000
j52	Lac_du_Guesclin	SPF	0.000
j53	Lac_du_Guesclin	SPF	0.000
j54	Lac_du_Guesclin	SPF	0.000
j55	Lac_du_Guesclin	SPF	0.000
j56	Lac_du_Guesclin	SPF	0.000
j57	Lac_du_Guesclin	SPF	0.000
j58	Lac_du_Guesclin	SPF	0.000
j59	Lac_du_Guesclin	SPF	0.000
j60	Lac_du_Guesclin	SPF	0.000
j61	Lac_du_Guesclin	SPF	0.000
j62	Lac_du_Guesclin	SPF	0.000
j63	Lac_du_Guesclin	SPF	0.000
j64	Lac_du_Guesclin	SPF	0.000
j65	Lac_du_Guesclin	SPF	0.000
j66	Lac_du_Guesclin	SPF	0.000
j67	Lac_du_Guesclin	SPF	0.000
j68	Lac_du_Guesclin	SPF	0.000
j69	Lac_du_Guesclin	SPF	0.000
j70	Lac_du_Guesclin	SPF	0.000
j71	Lac_du_Guesclin	SPF	0.000
j72	Lac_du_Guesclin	SPF	0.000
j73	Lac_du_Guesclin	SPF	0.000
j74	Lac_du_Guesclin	SPF	0.000
j75	Lac_du_Guesclin	SPF	0.000
j76	Lac_du_Guesclin	SPF	0.000
j77	Lac_du_Guesclin	SPF	0.000
j78	Lac_du_Guesclin	SPF	0.000
j79	Lac_du_Guesclin	SPF	0.000
j80	Lac_du_Guesclin	SPF	0.000
j81	Lac_du_Guesclin	SPF	0.000
j82	Lac_du_Guesclin	SPF	0.000
j83	Lac_du_Guesclin	SPF	0.000
j01	Lac_du_Guesclin	Fir	0.000
j02	Lac_du_Guesclin	Fir	0.000
j03	Lac_du_Guesclin	Fir	0.000
j04	Lac_du_Guesclin	Fir	0.000
j05	Lac_du_Guesclin	Fir	0.000
j06	Lac_du_Guesclin	Fir	0.000
j07	Lac_du_Guesclin	Fir	0.000
j08	Lac_du_Guesclin	Fir	0.000
j09	Lac_du_Guesclin	Fir	0.000
j10	Lac_du_Guesclin	Fir	0.000
j11	Lac_du_Guesclin	Fir	0.000
j12	Lac_du_Guesclin	Fir	0.000
j13	Lac_du_Guesclin	Fir	0.000
j14	Lac_du_Guesclin	Fir	0.000
j15	Lac_du_Guesclin	Fir	0.000
j16	Lac_du_Guesclin	Fir	0.000
j17	Lac_du_Guesclin	Fir	0.000
j18	Lac_du_Guesclin	Fir	0.000
j19	Lac_du_Guesclin	Fir	0.000
j20	Lac_du_Guesclin	Fir	0.000
j21	Lac_du_Guesclin	Fir	0.000
j22	Lac_du_Guesclin	Fir	0.000
j23	Lac_du_Guesclin	Fir	0.000
j24	Lac_du_Guesclin	Fir	0.000
j25	Lac_du_Guesclin	Fir	0.000
j26	Lac_du_Guesclin	Fir	620.800
j27	Lac_du_Guesclin	Fir	0.000
j28	Lac_du_Guesclin	Fir	0.000
j29	Lac_du_Guesclin	Fir	0.000
j30	Lac_du_Guesclin	Fir	0.000
j31	Lac_du_Guesclin	Fir	0.000
j32	Lac_du_Guesclin	Fir	1328.000
j33	Lac_du_Guesclin	Fir	0.000
j34	Lac_du_Guesclin	Fir	0.000
j35	Lac_du_Guesclin	Fir	0.000
j36	Lac_du_Guesclin	Fir	0.000
j37	Lac_du_Guesclin	Fir	0.000
j38	Lac_du_Guesclin	Fir	0.000
j39	Lac_du_Guesclin	Fir	0.000
j40	Lac_du_Guesclin	Fir	0.000
j41	Lac_du_Guesclin	Fir	0.000
j42	Lac_du_Guesclin	Fir	0.000
j43	Lac_du_Guesclin	Fir	0.000
j44	Lac_du_Guesclin	Fir	0.000
j45	Lac_du_Guesclin	Fir	0.000
j46	Lac_du_Guesclin	Fir	0.000
j47	Lac_du_Guesclin	Fir	0.000
j48	Lac_du_Guesclin	Fir	0.000
j49	Lac_du_Guesclin	Fir	0.000
j50	Lac_du_Guesclin	Fir	0.000
j51	Lac_du_Guesclin	Fir	0.000
j52	Lac_du_Guesclin	Fir	0.000
j53	Lac_du_Guesclin	Fir	0.000
j54	Lac_du_Guesclin	Fir	0.000
j55	Lac_du_Guesclin	Fir	0.000
j56	Lac_du_Guesclin	Fir	0.000
j57	Lac_du_Guesclin	Fir	0.000
j58	Lac_du_Guesclin	Fir	0.000
j59	Lac_du_Guesclin	Fir	0.000
j60	Lac_du_Guesclin	Fir	0.000
j61	Lac_du_Guesclin	Fir	0.000
j62	Lac_du_Guesclin	Fir	0.000
j63	Lac_du_Guesclin	Fir	0.000
j64	Lac_du_Guesclin	Fir	0.000
j65	Lac_du_Guesclin	Fir	0.000
j66	Lac_du_Guesclin	Fir	0.000
j67	Lac_du_Guesclin	Fir	0.000
j68	Lac_du_Guesclin	Fir	0.000
j69	Lac_du_Guesclin	Fir	0.000
j70	Lac_du_Guesclin	Fir	0.000
j71	Lac_du_Guesclin	Fir	0.000
j72	Lac_du_Guesclin	Fir	0.000
j73	Lac_du_Guesclin	Fir	0.000
j74	Lac_du_Guesclin	Fir	0.000
j75	Lac_du_Guesclin	Fir	0.000
j76	Lac_du_Guesclin	Fir	0.000
j77	Lac_du_Guesclin	Fir	0.000
j78	Lac_du_Guesclin	Fir	0.000
j79	Lac_du_Guesclin	Fir	0.000
j80	Lac_du_Guesclin	Fir	0.000
j81	Lac_du_Guesclin	Fir	0.000
j82	Lac_du_Guesclin	Fir	0.000
j83	Lac_du_Guesclin	Fir	0.000
j01	Lac_Dutilly	SPF	0.000
j02	Lac_Dutilly	SPF	0.000
j03	Lac_Dutilly	SPF	0.000
j04	Lac_Dutilly	SPF	0.000
j05	Lac_Dutilly	SPF	0.000
j06	Lac_Dutilly	SPF	0.000
j07	Lac_Dutilly	SPF	0.000
j08	Lac_Dutilly	SPF	0.000
j09	Lac_Dutilly	SPF	0.000
j10	Lac_Dutilly	SPF	0.000
j11	Lac_Dutilly	SPF	0.000
