Jour	Foret	Essence	SommeBois
j47	Lac_aux_Loutres	SPF	0.000
j48	Lac_aux_Loutres	SPF	0.000
j49	Lac_aux_Loutres	SPF	0.000
j50	Lac_aux_Loutres	SPF	0.000
j51	Lac_aux_Loutres	SPF	0.000
j52	Lac_aux_Loutres	SPF	0.000
j53	Lac_aux_Loutres	SPF	0.000
j54	Lac_aux_Loutres	SPF	0.000
j55	Lac_aux_Loutres	SPF	0.000
j56	Lac_aux_Loutres	SPF	0.000
j57	Lac_aux_Loutres	SPF	0.000
j58	Lac_aux_Loutres	SPF	0.000
j59	Lac_aux_Loutres	SPF	0.000
j60	Lac_aux_Loutres	SPF	0.000
j61	Lac_aux_Loutres	SPF	0.000
j62	Lac_aux_Loutres	SPF	0.000
j63	Lac_aux_Loutres	SPF	0.000
j64	Lac_aux_Loutres	SPF	0.000
j65	Lac_aux_Loutres	SPF	0.000
j66	Lac_aux_Loutres	SPF	0.000
j67	Lac_aux_Loutres	SPF	0.000
j68	Lac_aux_Loutres	SPF	0.000
j69	Lac_aux_Loutres	SPF	0.000
j70	Lac_aux_Loutres	SPF	0.000
j71	Lac_aux_Loutres	SPF	0.000
j72	Lac_aux_Loutres	SPF	0.000
j73	Lac_aux_Loutres	SPF	0.000
j74	Lac_aux_Loutres	SPF	0.000
j75	Lac_aux_Loutres	SPF	0.000
j76	Lac_aux_Loutres	SPF	0.000
j77	Lac_aux_Loutres	SPF	0.000
j78	Lac_aux_Loutres	SPF	0.000
j79	Lac_aux_Loutres	SPF	0.000
j80	Lac_aux_Loutres	SPF	0.000
j81	Lac_aux_Loutres	SPF	0.000
j82	Lac_aux_Loutres	SPF	0.000
j83	Lac_aux_Loutres	SPF	0.000
j01	Lac_aux_Loutres	Fir	0.000
j02	Lac_aux_Loutres	Fir	0.000
j03	Lac_aux_Loutres	Fir	0.000
j04	Lac_aux_Loutres	Fir	0.000
j05	Lac_aux_Loutres	Fir	0.000
j06	Lac_aux_Loutres	Fir	0.000
j07	Lac_aux_Loutres	Fir	0.000
j08	Lac_aux_Loutres	Fir	0.000
j09	Lac_aux_Loutres	Fir	0.000
j10	Lac_aux_Loutres	Fir	0.000
j11	Lac_aux_Loutres	Fir	0.000
j12	Lac_aux_Loutres	Fir	0.000
j13	Lac_aux_Loutres	Fir	0.000
j14	Lac_aux_Loutres	Fir	0.000
j15	Lac_aux_Loutres	Fir	0.000
j16	Lac_aux_Loutres	Fir	0.000
j17	Lac_aux_Loutres	Fir	0.000
j18	Lac_aux_Loutres	Fir	0.000
j19	Lac_aux_Loutres	Fir	0.000
j20	Lac_aux_Loutres	Fir	0.000
j21	Lac_aux_Loutres	Fir	0.000
j22	Lac_aux_Loutres	Fir	0.000
j23	Lac_aux_Loutres	Fir	0.000
j24	Lac_aux_Loutres	Fir	0.000
j25	Lac_aux_Loutres	Fir	0.000
j26	Lac_aux_Loutres	Fir	0.000
j27	Lac_aux_Loutres	Fir	0.000
j28	Lac_aux_Loutres	Fir	0.000
j29	Lac_aux_Loutres	Fir	0.000
j30	Lac_aux_Loutres	Fir	-0.000
j31	Lac_aux_Loutres	Fir	0.000
j32	Lac_aux_Loutres	Fir	0.000
j33	Lac_aux_Loutres	Fir	0.000
j34	Lac_aux_Loutres	Fir	0.000
j35	Lac_aux_Loutres	Fir	0.000
j36	Lac_aux_Loutres	Fir	0.000
j37	Lac_aux_Loutres	Fir	0.000
j38	Lac_aux_Loutres	Fir	0.000
j39	Lac_aux_Loutres	Fir	0.000
j40	Lac_aux_Loutres	Fir	0.000
j41	Lac_aux_Loutres	Fir	0.000
j42	Lac_aux_Loutres	Fir	0.000
j43	Lac_aux_Loutres	Fir	0.000
j44	Lac_aux_Loutres	Fir	0.000
j45	Lac_aux_Loutres	Fir	0.000
j46	Lac_aux_Loutres	Fir	0.000
j47	Lac_aux_Loutres	Fir	0.000
j48	Lac_aux_Loutres	Fir	0.000
j49	Lac_aux_Loutres	Fir	0.000
j50	Lac_aux_Loutres	Fir	0.000
j51	Lac_aux_Loutres	Fir	0.000
j52	Lac_aux_Loutres	Fir	0.000
j53	Lac_aux_Loutres	Fir	0.000
j54	Lac_aux_Loutres	Fir	0.000
j55	Lac_aux_Loutres	Fir	0.000
j56	Lac_aux_Loutres	Fir	0.000
j57	Lac_aux_Loutres	Fir	0.000
j58	Lac_aux_Loutres	Fir	0.000
j59	Lac_aux_Loutres	Fir	0.000
j60	Lac_aux_Loutres	Fir	0.000
j61	Lac_aux_Loutres	Fir	0.000
j62	Lac_aux_Loutres	Fir	0.000
j63	Lac_aux_Loutres	Fir	0.000
j64	Lac_aux_Loutres	Fir	0.000
j65	Lac_aux_Loutres	Fir	0.000
j66	Lac_aux_Loutres	Fir	0.000
j67	Lac_aux_Loutres	Fir	0.000
j68	Lac_aux_Loutres	Fir	0.000
j69	Lac_aux_Loutres	Fir	0.000
j70	Lac_aux_Loutres	Fir	0.000
j71	Lac_aux_Loutres	Fir	0.000
j72	Lac_aux_Loutres	Fir	0.000
j73	Lac_aux_Loutres	Fir	0.000
j74	Lac_aux_Loutres	Fir	0.000
j75	Lac_aux_Loutres	Fir	0.000
j76	Lac_aux_Loutres	Fir	0.000
j77	Lac_aux_Loutres	Fir	0.000
j78	Lac_aux_Loutres	Fir	0.000
j79	Lac_aux_Loutres	Fir	0.000
j80	Lac_aux_Loutres	Fir	0.000
j81	Lac_aux_Loutres	Fir	0.000
j82	Lac_aux_Loutres	Fir	0.000
j83	Lac_aux_Loutres	Fir	0.000
j01	Lac_Mesplet	SPF	0.000
j02	Lac_Mesplet	SPF	0.000
j03	Lac_Mesplet	SPF	0.000
j04	Lac_Mesplet	SPF	0.000
j05	Lac_Mesplet	SPF	0.000
j06	Lac_Mesplet	SPF	0.000
j07	Lac_Mesplet	SPF	0.000
j08	Lac_Mesplet	SPF	0.000
j09	Lac_Mesplet	SPF	0.000
j10	Lac_Mesplet	SPF	0.000
j11	Lac_Mesplet	SPF	0.000
j12	Lac_Mesplet	SPF	0.000
j13	Lac_Mesplet	SPF	0.000
j14	Lac_Mesplet	SPF	0.000
j15	Lac_Mesplet	SPF	0.000
j16	Lac_Mesplet	SPF	0.000
j17	Lac_Mesplet	SPF	0.000
j18	Lac_Mesplet	SPF	0.000
j19	Lac_Mesplet	SPF	0.000
j20	Lac_Mesplet	SPF	0.000
j21	Lac_Mesplet	SPF	0.000
j22	Lac_Mesplet	SPF	0.000
j23	Lac_Mesplet	SPF	0.000
j24	Lac_Mesplet	SPF	0.000
j25	Lac_Mesplet	SPF	0.000
j26	Lac_Mesplet	SPF	0.000
j27	Lac_Mesplet	SPF	0.000
j28	Lac_Mesplet	SPF	0.000
j29	Lac_Mesplet	SPF	0.000
j30	Lac_Mesplet	SPF	0.000
j31	Lac_Mesplet	SPF	0.000
j32	Lac_Mesplet	SPF	0.000
j33	Lac_Mesplet	SPF	0.000
j34	Lac_Mesplet	SPF	0.000
j35	Lac_Mesplet	SPF	0.000
j36	Lac_Mesplet	SPF	0.000
j37	Lac_Mesplet	SPF	0.000
j38	Lac_Mesplet	SPF	0.000
j39	Lac_Mesplet	SPF	0.000
j40	Lac_Mesplet	SPF	0.000
j41	Lac_Mesplet	SPF	0.000
j42	Lac_Mesplet	SPF	0.000
j43	Lac_Mesplet	SPF	0.000
j44	Lac_Mesplet	SPF	0.000
j45	Lac_Mesplet	SPF	0.000
j46	Lac_Mesplet	SPF	0.000
j47	Lac_Mesplet	SPF	0.000
j48	Lac_Mesplet	SPF	0.000
j49	Lac_Mesplet	SPF	0.000
j50	Lac_Mesplet	SPF	0.000
j51	Lac_Mesplet	SPF	0.000
j52	Lac_Mesplet	SPF	0.000
j53	Lac_Mesplet	SPF	0.000
j54	Lac_Mesplet	SPF	0.000
j55	Lac_Mesplet	SPF	0.000
j56	Lac_Mesplet	SPF	0.000
j57	Lac_Mesplet	SPF	0.000
j58	Lac_Mesplet	SPF	0.000
j59	Lac_Mesplet	SPF	0.000
j60	Lac_Mesplet	SPF	0.000
j61	Lac_Mesplet	SPF	0.000
j62	Lac_Mesplet	SPF	0.000
j63	Lac_Mesplet	SPF	0.000
j64	Lac_Mesplet	SPF	0.000
j65	Lac_Mesplet	SPF	0.000
j66	Lac_Mesplet	SPF	0.000
j67	Lac_Mesplet	SPF	0.000
j68	Lac_Mesplet	SPF	0.000
j69	Lac_Mesplet	SPF	0.000
j70	Lac_Mesplet	SPF	0.000
j71	Lac_Mesplet	SPF	0.000
j72	Lac_Mesplet	SPF	0.000
j73	Lac_Mesplet	SPF	0.000
j74	Lac_Mesplet	SPF	0.000
j75	Lac_Mesplet	SPF	0.000
j76	Lac_Mesplet	SPF	0.000
j77	Lac_Mesplet	SPF	0.000
j78	Lac_Mesplet	SPF	0.000
j79	Lac_Mesplet	SPF	0.000
j80	Lac_Mesplet	SPF	0.000
j81	Lac_Mesplet	SPF	0.000
j82	Lac_Mesplet	SPF	0.000
j83	Lac_Mesplet	SPF	0.000
j01	Lac_Mesplet	Fir	0.000
j02	Lac_Mesplet	Fir	0.000
j03	Lac_Mesplet	Fir	0.000
j04	Lac_Mesplet	Fir	0.000
j05	Lac_Mesplet	Fir	0.000
j06	Lac_Mesplet	Fir	0.000
j07	Lac_Mesplet	Fir	0.000
j08	Lac_Mesplet	Fir	0.000
j09	Lac_Mesplet	Fir	0.000
j10	Lac_Mesplet	Fir	0.000
j11	Lac_Mesplet	Fir	0.000
j12	Lac_Mesplet	Fir	0.000
j13	Lac_Mesplet	Fir	0.000
j14	Lac_Mesplet	Fir	0.000
j15	Lac_Mesplet	Fir	0.000
j16	Lac_Mesplet	Fir	0.000
j17	Lac_Mesplet	Fir	0.000
j18	Lac_Mesplet	Fir	0.000
j19	Lac_Mesplet	Fir	0.000
j20	Lac_Mesplet	Fir	0.000
j21	Lac_Mesplet	Fir	0.000
j22	Lac_Mesplet	Fir	0.000
j23	Lac_Mesplet	Fir	0.000
j24	Lac_Mesplet	Fir	0.000
j25	Lac_Mesplet	Fir	0.000
j26	Lac_Mesplet	Fir	0.000
j27	Lac_Mesplet	Fir	0.000
j28	Lac_Mesplet	Fir	0.000
j29	Lac_Mesplet	Fir	0.000
j30	Lac_Mesplet	Fir	0.000
j31	Lac_Mesplet	Fir	0.000
j32	Lac_Mesplet	Fir	0.000
j33	Lac_Mesplet	Fir	0.000
j34	Lac_Mesplet	Fir	0.000
j35	Lac_Mesplet	Fir	0.000
j36	Lac_Mesplet	Fir	0.000
j37	Lac_Mesplet	Fir	0.000
j38	Lac_Mesplet	Fir	0.000
j39	Lac_Mesplet	Fir	0.000
j40	Lac_Mesplet	Fir	0.000
j41	Lac_Mesplet	Fir	0.000
j42	Lac_Mesplet	Fir	0.000
j43	Lac_Mesplet	Fir	0.000
j44	Lac_Mesplet	Fir	0.000
j45	Lac_Mesplet	Fir	0.000
j46	Lac_Mesplet	Fir	0.000
j47	Lac_Mesplet	Fir	0.000
j48	Lac_Mesplet	Fir	0.000
j49	Lac_Mesplet	Fir	0.000
j50	Lac_Mesplet	Fir	0.000
j51	Lac_Mesplet	Fir	0.000
j52	Lac_Mesplet	Fir	0.000
j53	Lac_Mesplet	Fir	0.000
j54	Lac_Mesplet	Fir	0.000
j55	Lac_Mesplet	Fir	0.000
j56	Lac_Mesplet	Fir	0.000
j57	Lac_Mesplet	Fir	0.000
j58	Lac_Mesplet	Fir	0.000
j59	Lac_Mesplet	Fir	0.000
j60	Lac_Mesplet	Fir	0.000
j61	Lac_Mesplet	Fir	0.000
j62	Lac_Mesplet	Fir	0.000
j63	Lac_Mesplet	Fir	0.000
j64	Lac_Mesplet	Fir	0.000
j65	Lac_Mesplet	Fir	0.000
j66	Lac_Mesplet	Fir	0.000
j67	Lac_Mesplet	Fir	0.000
j68	Lac_Mesplet	Fir	0.000
j69	Lac_Mesplet	Fir	0.000
j70	Lac_Mesplet	Fir	0.000
j71	Lac_Mesplet	Fir	0.000
j72	Lac_Mesplet	Fir	0.000
j73	Lac_Mesplet	Fir	0.000
j74	Lac_Mesplet	Fir	0.000
j75	Lac_Mesplet	Fir	0.000
j76	Lac_Mesplet	Fir	0.000
j77	Lac_Mesplet	Fir	0.000
j78	Lac_Mesplet	Fir	0.000
j79	Lac_Mesplet	Fir	0.000
j80	Lac_Mesplet	Fir	0.000
j81	Lac_Mesplet	Fir	0.000
j82	Lac_Mesplet	Fir	0.000
j83	Lac_Mesplet	Fir	0.000
j01	Lac_Madelaine	SPF	0.000
j02	Lac_Madelaine	SPF	0.000
j03	Lac_Madelaine	SPF	0.000
j04	Lac_Madelaine	SPF	0.000
j05	Lac_Madelaine	SPF	0.000
j06	Lac_Madelaine	SPF	0.000
j07	Lac_Madelaine	SPF	0.000
j08	Lac_Madelaine	SPF	0.000
j09	Lac_Madelaine	SPF	0.000
j10	Lac_Madelaine	SPF	0.000
j11	Lac_Madelaine	SPF	0.000
j12	Lac_Madelaine	SPF	0.000
j13	Lac_Madelaine	SPF	0.000
j14	Lac_Madelaine	SPF	0.000
j15	Lac_Madelaine	SPF	0.000
j16	Lac_Madelaine	SPF	0.000
j17	Lac_Madelaine	SPF	0.000
j18	Lac_Madelaine	SPF	0.000
j19	Lac_Madelaine	SPF	0.000
j20	Lac_Madelaine	SPF	0.000
j21	Lac_Madelaine	SPF	0.000
j22	Lac_Madelaine	SPF	0.000
j23	Lac_Madelaine	SPF	0.000
j24	Lac_Madelaine	SPF	0.000
j25	Lac_Madelaine	SPF	0.000
j26	Lac_Madelaine	SPF	0.000
j27	Lac_Madelaine	SPF	0.000
j28	Lac_Madelaine	SPF	0.000
j29	Lac_Madelaine	SPF	0.000
j30	Lac_Madelaine	SPF	0.000
j31	Lac_Madelaine	SPF	0.000
j32	Lac_Madelaine	SPF	0.000
j33	Lac_Madelaine	SPF	0.000
j34	Lac_Madelaine	SPF	0.000
j35	Lac_Madelaine	SPF	0.000
j36	Lac_Madelaine	SPF	0.000
j37	Lac_Madelaine	SPF	0.000
j38	Lac_Madelaine	SPF	0.000
j39	Lac_Madelaine	SPF	0.000
j40	Lac_Madelaine	SPF	0.000
j41	Lac_Madelaine	SPF	0.000
j42	Lac_Madelaine	SPF	0.000
j43	Lac_Madelaine	SPF	0.000
j44	Lac_Madelaine	SPF	0.000
j45	Lac_Madelaine	SPF	0.000
j46	Lac_Madelaine	SPF	3218.935
j47	Lac_Madelaine	SPF	3055.677
j48	Lac_Madelaine	SPF	3462.877
j49	Lac_Madelaine	SPF	3055.677
j50	Lac_Madelaine	SPF	3055.677
j51	Lac_Madelaine	SPF	3218.935
j52	Lac_Madelaine	SPF	3055.677
j53	Lac_Madelaine	SPF	3055.677
j54	Lac_Madelaine	SPF	3055.677
j55	Lac_Madelaine	SPF	3055.677
j56	Lac_Madelaine	SPF	3055.677
j57	Lac_Madelaine	SPF	3055.677
j58	Lac_Madelaine	SPF	3055.677
j59	Lac_Madelaine	SPF	3124.477
j60	Lac_Madelaine	SPF	2018.000
j61	Lac_Madelaine	SPF	0.000
j62	Lac_Madelaine	SPF	0.000
j63	Lac_Madelaine	SPF	0.000
j64	Lac_Madelaine	SPF	-0.000
j65	Lac_Madelaine	SPF	0.000
j66	Lac_Madelaine	SPF	0.000
j67	Lac_Madelaine	SPF	-0.000
j68	Lac_Madelaine	SPF	0.000
j69	Lac_Madelaine	SPF	0.000
j70	Lac_Madelaine	SPF	0.000
j71	Lac_Madelaine	SPF	0.000
j72	Lac_Madelaine	SPF	0.000
j73	Lac_Madelaine	SPF	0.000
j74	Lac_Madelaine	SPF	0.000
j75	Lac_Madelaine	SPF	0.000
j76	Lac_Madelaine	SPF	0.000
j77	Lac_Madelaine	SPF	0.000
j78	Lac_Madelaine	SPF	0.000
j79	Lac_Madelaine	SPF	0.000
j80	Lac_Madelaine	SPF	0.000
j81	Lac_Madelaine	SPF	0.000
j82	Lac_Madelaine	SPF	0.000
j83	Lac_Madelaine	SPF	0.000
j01	Lac_Madelaine	Fir	0.000
j02	Lac_Madelaine	Fir	0.000
j03	Lac_Madelaine	Fir	0.000
j04	Lac_Madelaine	Fir	0.000
j05	Lac_Madelaine	Fir	0.000
j06	Lac_Madelaine	Fir	0.000
j07	Lac_Madelaine	Fir	0.000
j08	Lac_Madelaine	Fir	0.000
j09	Lac_Madelaine	Fir	0.000
j10	Lac_Madelaine	Fir	0.000
j11	Lac_Madelaine	Fir	0.000
j12	Lac_Madelaine	Fir	0.000
j13	Lac_Madelaine	Fir	0.000
j14	Lac_Madelaine	Fir	0.000
j15	Lac_Madelaine	Fir	0.000
j16	Lac_Madelaine	Fir	0.000
j17	Lac_Madelaine	Fir	0.000
j18	Lac_Madelaine	Fir	0.000
j19	Lac_Madelaine	Fir	0.000
j20	Lac_Madelaine	Fir	0.000
j21	Lac_Madelaine	Fir	0.000
j22	Lac_Madelaine	Fir	0.000
j23	Lac_Madelaine	Fir	0.000
j24	Lac_Madelaine	Fir	0.000
j25	Lac_Madelaine	Fir	0.000
j26	Lac_Madelaine	Fir	0.000
j27	Lac_Madelaine	Fir	0.000
j28	Lac_Madelaine	Fir	0.000
j29	Lac_Madelaine	Fir	0.000
j30	Lac_Madelaine	Fir	0.000
j31	Lac_Madelaine	Fir	0.000
j32	Lac_Madelaine	Fir	0.000
j33	Lac_Madelaine	Fir	0.000
j34	Lac_Madelaine	Fir	0.000
j35	Lac_Madelaine	Fir	0.000
j36	Lac_Madelaine	Fir	0.000
j37	Lac_Madelaine	Fir	0.000
j38	Lac_Madelaine	Fir	0.000
j39	Lac_Madelaine	Fir	0.000
j40	Lac_Madelaine	Fir	0.000
j41	Lac_Madelaine	Fir	0.000
j42	Lac_Madelaine	Fir	0.000
j43	Lac_Madelaine	Fir	0.000
j44	Lac_Madelaine	Fir	0.000
j45	Lac_Madelaine	Fir	0.000
j46	Lac_Madelaine	Fir	0.000
j47	Lac_Madelaine	Fir	0.000
j48	Lac_Madelaine	Fir	0.000
j49	Lac_Madelaine	Fir	868.438
j50	Lac_Madelaine	Fir	0.000
j51	Lac_Madelaine	Fir	0.000
j52	Lac_Madelaine	Fir	744.625
j53	Lac_Madelaine	Fir	0.000
j54	Lac_Madelaine	Fir	0.000
j55	Lac_Madelaine	Fir	0.000
j56	Lac_Madelaine	Fir	0.000
j57	Lac_Madelaine	Fir	0.000
j58	Lac_Madelaine	Fir	0.000
j59	Lac_Madelaine	Fir	0.000
j60	Lac_Madelaine	Fir	786.938
j61	Lac_Madelaine	Fir	0.000
j62	Lac_Madelaine	Fir	0.000
j63	Lac_Madelaine	Fir	0.000
j64	Lac_Madelaine	Fir	0.000
j65	Lac_Madelaine	Fir	0.000
j66	Lac_Madelaine	Fir	0.000
j67	Lac_Madelaine	Fir	0.000
j68	Lac_Madelaine	Fir	0.000
j69	Lac_Madelaine	Fir	0.000
j70	Lac_Madelaine	Fir	0.000
j71	Lac_Madelaine	Fir	0.000
j72	Lac_Madelaine	Fir	0.000
j73	Lac_Madelaine	Fir	0.000
j74	Lac_Madelaine	Fir	0.000
j75	Lac_Madelaine	Fir	0.000
j76	Lac_Madelaine	Fir	0.000
j77	Lac_Madelaine	Fir	0.000
j78	Lac_Madelaine	Fir	0.000
j79	Lac_Madelaine	Fir	0.000
j80	Lac_Madelaine	Fir	0.000
j81	Lac_Madelaine	Fir	0.000
j82	Lac_Madelaine	Fir	0.000
j83	Lac_Madelaine	Fir	0.000
j01	Lac_Waswanipi	SPF	0.000
j02	Lac_Waswanipi	SPF	0.000
j03	Lac_Waswanipi	SPF	0.000
j04	Lac_Waswanipi	SPF	0.000
j05	Lac_Waswanipi	SPF	0.000
j06	Lac_Waswanipi	SPF	0.000
j07	Lac_Waswanipi	SPF	0.000
j08	Lac_Waswanipi	SPF	0.000
j09	Lac_Waswanipi	SPF	0.000
j10	Lac_Waswanipi	SPF	0.000
j11	Lac_Waswanipi	SPF	0.000
j12	Lac_Waswanipi	SPF	0.000
j13	Lac_Waswanipi	SPF	0.000
j14	Lac_Waswanipi	SPF	0.000
j15	Lac_Waswanipi	SPF	0.000
j16	Lac_Waswanipi	SPF	0.000
j17	Lac_Waswanipi	SPF	0.000
j18	Lac_Waswanipi	SPF	0.000
j19	Lac_Waswanipi	SPF	0.000
j20	Lac_Waswanipi	SPF	0.000
j21	Lac_Waswanipi	SPF	0.000
j22	Lac_Waswanipi	SPF	0.000
j23	Lac_Waswanipi	SPF	0.000
j24	Lac_Waswanipi	SPF	0.000
j25	Lac_Waswanipi	SPF	0.000
j26	Lac_Waswanipi	SPF	0.000
j27	Lac_Waswanipi	SPF	0.000
j28	Lac_Waswanipi	SPF	0.000
j29	Lac_Waswanipi	SPF	0.000
j30	Lac_Waswanipi	SPF	0.000
j31	Lac_Waswanipi	SPF	0.000
j32	Lac_Waswanipi	SPF	0.000
j33	Lac_Waswanipi	SPF	0.000
j34	Lac_Waswanipi	SPF	0.000
j35	Lac_Waswanipi	SPF	0.000
j36	Lac_Waswanipi	SPF	0.000
j37	Lac_Waswanipi	SPF	0.000
j38	Lac_Waswanipi	SPF	0.000
j39	Lac_Waswanipi	SPF	0.000
j40	Lac_Waswanipi	SPF	0.000
j41	Lac_Waswanipi	SPF	0.000
j42	Lac_Waswanipi	SPF	0.000
j43	Lac_Waswanipi	SPF	0.000
j44	Lac_Waswanipi	SPF	0.000
j45	Lac_Waswanipi	SPF	0.000
j46	Lac_Waswanipi	SPF	0.000
j47	Lac_Waswanipi	SPF	0.000
j48	Lac_Waswanipi	SPF	0.000
j49	Lac_Waswanipi	SPF	0.000
j50	Lac_Waswanipi	SPF	0.000
j51	Lac_Waswanipi	SPF	0.000
j52	Lac_Waswanipi	SPF	0.000
j53	Lac_Waswanipi	SPF	0.000
j54	Lac_Waswanipi	SPF	0.000
j55	Lac_Waswanipi	SPF	0.000
j56	Lac_Waswanipi	SPF	0.000
j57	Lac_Waswanipi	SPF	0.000
j58	Lac_Waswanipi	SPF	0.000
j59	Lac_Waswanipi	SPF	0.000
j60	Lac_Waswanipi	SPF	0.000
j61	Lac_Waswanipi	SPF	0.000
j62	Lac_Waswanipi	SPF	0.000
j63	Lac_Waswanipi	SPF	0.000
j64	Lac_Waswanipi	SPF	0.000
j65	Lac_Waswanipi	SPF	0.000
j66	Lac_Waswanipi	SPF	0.000
j67	Lac_Waswanipi	SPF	0.000
j68	Lac_Waswanipi	SPF	0.000
j69	Lac_Waswanipi	SPF	0.000
j70	Lac_Waswanipi	SPF	0.000
j71	Lac_Waswanipi	SPF	0.000
j72	Lac_Waswanipi	SPF	0.000
j73	Lac_Waswanipi	SPF	0.000
j74	Lac_Waswanipi	SPF	0.000
j75	Lac_Waswanipi	SPF	0.000
j76	Lac_Waswanipi	SPF	0.000
j77	Lac_Waswanipi	SPF	0.000
j78	Lac_Waswanipi	SPF	0.000
j79	Lac_Waswanipi	SPF	0.000
j80	Lac_Waswanipi	SPF	0.000
j81	Lac_Waswanipi	SPF	0.000
j82	Lac_Waswanipi	SPF	0.000
j83	Lac_Waswanipi	SPF	0.000
j01	Lac_Waswanipi	Fir	0.000
j02	Lac_Waswanipi	Fir	0.000
j03	Lac_Waswanipi	Fir	0.000
j04	Lac_Waswanipi	Fir	0.000
j05	Lac_Waswanipi	Fir	0.000
j06	Lac_Waswanipi	Fir	0.000
j07	Lac_Waswanipi	Fir	0.000
j08	Lac_Waswanipi	Fir	0.000
j09	Lac_Waswanipi	Fir	0.000
j10	Lac_Waswanipi	Fir	0.000
j11	Lac_Waswanipi	Fir	0.000
j12	Lac_Waswanipi	Fir	0.000
j13	Lac_Waswanipi	Fir	0.000
j14	Lac_Waswanipi	Fir	0.000
j15	Lac_Waswanipi	Fir	0.000
j16	Lac_Waswanipi	Fir	0.000
j17	Lac_Waswanipi	Fir	0.000
j18	Lac_Waswanipi	Fir	0.000
j19	Lac_Waswanipi	Fir	0.000
j20	Lac_Waswanipi	Fir	0.000
j21	Lac_Waswanipi	Fir	0.000
j22	Lac_Waswanipi	Fir	0.000
j23	Lac_Waswanipi	Fir	0.000
j24	Lac_Waswanipi	Fir	0.000
j25	Lac_Waswanipi	Fir	0.000
j26	Lac_Waswanipi	Fir	0.000
j27	Lac_Waswanipi	Fir	0.000
j28	Lac_Waswanipi	Fir	0.000
j29	Lac_Waswanipi	Fir	0.000
j30	Lac_Waswanipi	Fir	0.000
j31	Lac_Waswanipi	Fir	0.000
j32	Lac_Waswanipi	Fir	0.000
j33	Lac_Waswanipi	Fir	0.000
j34	Lac_Waswanipi	Fir	0.000
j35	Lac_Waswanipi	Fir	0.000
j36	Lac_Waswanipi	Fir	0.000
j37	Lac_Waswanipi	Fir	0.000
j38	Lac_Waswanipi	Fir	0.000
j39	Lac_Waswanipi	Fir	0.000
j40	Lac_Waswanipi	Fir	0.000
j41	Lac_Waswanipi	Fir	0.000
j42	Lac_Waswanipi	Fir	0.000
j43	Lac_Waswanipi	Fir	0.000
j44	Lac_Waswanipi	Fir	0.000
j45	Lac_Waswanipi	Fir	0.000
j46	Lac_Waswanipi	Fir	0.000
j47	Lac_Waswanipi	Fir	0.000
j48	Lac_Waswanipi	Fir	0.000
j49	Lac_Waswanipi	Fir	0.000
j50	Lac_Waswanipi	Fir	0.000
j51	Lac_Waswanipi	Fir	0.000
j52	Lac_Waswanipi	Fir	0.000
j53	Lac_Waswanipi	Fir	0.000
j54	Lac_Waswanipi	Fir	0.000
j55	Lac_Waswanipi	Fir	0.000
j56	Lac_Waswanipi	Fir	0.000
j57	Lac_Waswanipi	Fir	0.000
j58	Lac_Waswanipi	Fir	0.000
j59	Lac_Waswanipi	Fir	0.000
j60	Lac_Waswanipi	Fir	0.000
j61	Lac_Waswanipi	Fir	0.000
j62	Lac_Waswanipi	Fir	0.000
j63	Lac_Waswanipi	Fir	0.000
j64	Lac_Waswanipi	Fir	0.000
j65	Lac_Waswanipi	Fir	0.000
j66	Lac_Waswanipi	Fir	0.000
j67	Lac_Waswanipi	Fir	0.000
j68	Lac_Waswanipi	Fir	0.000
j69	Lac_Waswanipi	Fir	0.000
j70	Lac_Waswanipi	Fir	0.000
j71	Lac_Waswanipi	Fir	0.000
j72	Lac_Waswanipi	Fir	0.000
j73	Lac_Waswanipi	Fir	0.000
j74	Lac_Waswanipi	Fir	0.000
j75	Lac_Waswanipi	Fir	0.000
j76	Lac_Waswanipi	Fir	0.000
j77	Lac_Waswanipi	Fir	0.000
j78	Lac_Waswanipi	Fir	0.000
j79	Lac_Waswanipi	Fir	0.000
j80	Lac_Waswanipi	Fir	0.000
j81	Lac_Waswanipi	Fir	0.000
j82	Lac_Waswanipi	Fir	0.000
j83	Lac_Waswanipi	Fir	0.000
j01	Lac_Cameron	SPF	0.000
j02	Lac_Cameron	SPF	0.000
j03	Lac_Cameron	SPF	0.000
j04	Lac_Cameron	SPF	0.000
j05	Lac_Cameron	SPF	0.000
j06	Lac_Cameron	SPF	0.000
j07	Lac_Cameron	SPF	0.000
j08	Lac_Cameron	SPF	0.000
j09	Lac_Cameron	SPF	0.000
j10	Lac_Cameron	SPF	0.000
j11	Lac_Cameron	SPF	0.000
j12	Lac_Cameron	SPF	0.000
j13	Lac_Cameron	SPF	0.000
j14	Lac_Cameron	SPF	0.000
j15	Lac_Cameron	SPF	0.000
j16	Lac_Cameron	SPF	0.000
j17	Lac_Cameron	SPF	0.000
j18	Lac_Cameron	SPF	0.000
j19	Lac_Cameron	SPF	0.000
j20	Lac_Cameron	SPF	0.000
j21	Lac_Cameron	SPF	0.000
j22	Lac_Cameron	SPF	0.000
j23	Lac_Cameron	SPF	0.000
j24	Lac_Cameron	SPF	0.000
j25	Lac_Cameron	SPF	0.000
j26	Lac_Cameron	SPF	0.000
j27	Lac_Cameron	SPF	0.000
j28	Lac_Cameron	SPF	0.000
j29	Lac_Cameron	SPF	0.000
